,loan_status
9350,default
8797,fully_paid
26207,default
18008,fully_paid
13220,fully_paid
4043,fully_paid
6600,fully_paid
9781,default
4979,fully_paid
15534,fully_paid
16109,default
23605,default
15318,fully_paid
26083,default
7205,fully_paid
9024,fully_paid
10891,default
17080,fully_paid
12678,default
11190,fully_paid
4399,fully_paid
21096,fully_paid
14707,fully_paid
22455,fully_paid
8998,fully_paid
3950,default
8884,fully_paid
8724,default
24855,default
15457,default
6878,fully_paid
9629,fully_paid
15712,fully_paid
21055,default
26123,default
10395,default
3386,fully_paid
4515,fully_paid
2756,default
17525,default
13313,default
17667,default
6968,default
20830,fully_paid
17299,fully_paid
8670,default
7540,default
11677,fully_paid
18297,fully_paid
21081,fully_paid
6409,default
20355,default
4663,fully_paid
18839,fully_paid
3819,fully_paid
5010,default
6689,fully_paid
20360,default
19976,fully_paid
2831,fully_paid
7836,default
23653,fully_paid
9397,default
22875,fully_paid
17148,fully_paid
19689,fully_paid
13082,default
3570,fully_paid
17342,fully_paid
8821,default
20963,default
22615,default
14934,fully_paid
4806,default
2339,default
7298,fully_paid
18858,fully_paid
11314,fully_paid
22816,default
21006,fully_paid
21602,default
25478,fully_paid
12668,fully_paid
1810,fully_paid
16031,default
4263,fully_paid
13183,fully_paid
9122,fully_paid
19390,default
9259,fully_paid
3221,default
3331,fully_paid
8662,fully_paid
16675,fully_paid
25043,fully_paid
24441,default
12209,default
860,fully_paid
6923,fully_paid
25039,default
18185,default
5466,fully_paid
3691,default
2962,fully_paid
20538,default
24924,default
18687,default
25502,default
2978,fully_paid
21826,default
24709,default
15565,fully_paid
26107,default
8975,fully_paid
21076,default
7294,fully_paid
11299,fully_paid
9961,default
2329,fully_paid
3094,fully_paid
940,fully_paid
10216,fully_paid
21174,fully_paid
22543,fully_paid
20340,default
16688,fully_paid
2197,default
20979,default
4920,fully_paid
10866,fully_paid
25513,default
13600,default
16787,fully_paid
25490,default
10206,fully_paid
8101,default
19723,fully_paid
13034,fully_paid
18631,default
22369,default
19645,default
23457,fully_paid
8094,fully_paid
3451,fully_paid
5136,fully_paid
7863,default
17255,default
24234,default
6328,default
23310,fully_paid
6213,default
144,fully_paid
25236,fully_paid
25939,default
5944,default
21235,fully_paid
393,fully_paid
3732,fully_paid
17718,default
8189,fully_paid
6030,default
7451,default
6373,fully_paid
21291,fully_paid
17455,fully_paid
4755,default
16486,fully_paid
19789,default
10236,fully_paid
21512,default
16528,default
17787,fully_paid
725,fully_paid
13000,fully_paid
24890,fully_paid
11528,fully_paid
20188,default
17430,fully_paid
21211,fully_paid
25761,default
385,default
3399,default
12101,default
23909,fully_paid
115,fully_paid
6044,default
12139,default
15666,fully_paid
889,default
6774,fully_paid
24585,default
7729,fully_paid
6964,default
20809,default
24246,default
6170,default
13789,default
13466,default
23798,fully_paid
4430,default
12766,fully_paid
21407,fully_paid
12425,fully_paid
1617,fully_paid
17968,fully_paid
21221,default
20665,fully_paid
22652,fully_paid
7307,fully_paid
23571,fully_paid
9089,default
10015,default
24427,default
1511,fully_paid
26263,default
12615,default
17606,fully_paid
12157,default
17901,default
13588,fully_paid
7351,fully_paid
1466,fully_paid
10353,fully_paid
2965,fully_paid
14863,fully_paid
8269,default
379,default
23711,fully_paid
19764,fully_paid
21433,fully_paid
11037,default
6989,fully_paid
20202,default
14074,default
398,default
21720,fully_paid
18538,fully_paid
19690,default
22286,fully_paid
20604,fully_paid
10595,default
22877,fully_paid
2731,default
24561,default
20553,fully_paid
12999,default
213,default
17813,default
7405,default
21936,default
13472,fully_paid
11312,fully_paid
1966,fully_paid
5642,fully_paid
5902,fully_paid
4668,default
23093,fully_paid
11785,default
24112,default
7832,default
9627,fully_paid
17168,fully_paid
3241,fully_paid
4767,default
11962,fully_paid
13825,default
7801,fully_paid
21042,default
5725,default
19853,fully_paid
23373,default
819,fully_paid
1195,default
16951,default
14750,default
16107,fully_paid
5048,default
13127,default
23636,fully_paid
20470,fully_paid
11924,default
6705,default
12453,default
3084,fully_paid
9361,default
16014,default
11702,fully_paid
20312,fully_paid
11963,fully_paid
2372,fully_paid
12885,fully_paid
3231,fully_paid
10643,fully_paid
4811,fully_paid
22687,default
7206,fully_paid
25286,default
4294,default
8261,fully_paid
13641,fully_paid
21275,default
9268,default
17767,default
20623,default
10047,fully_paid
24413,default
6380,default
14053,fully_paid
10245,fully_paid
21763,default
10099,fully_paid
16431,fully_paid
1109,fully_paid
6975,fully_paid
10011,fully_paid
11402,fully_paid
23732,fully_paid
7276,default
17703,fully_paid
22091,fully_paid
5114,fully_paid
14393,fully_paid
15616,default
20588,fully_paid
17328,default
24680,default
5474,fully_paid
22153,fully_paid
6796,fully_paid
19661,default
21817,default
1628,fully_paid
22682,default
24477,fully_paid
12729,default
18939,fully_paid
25119,default
1368,fully_paid
11729,fully_paid
17953,fully_paid
5485,fully_paid
9157,fully_paid
12829,default
21225,default
11512,default
14241,default
10619,fully_paid
14404,default
18155,fully_paid
13355,fully_paid
391,fully_paid
1879,fully_paid
20707,fully_paid
11778,default
5917,fully_paid
22269,fully_paid
3024,default
9214,default
23211,default
8864,default
70,default
16219,default
15150,fully_paid
24184,fully_paid
23521,default
8552,fully_paid
25221,default
16399,default
18249,default
14514,default
16400,default
17257,default
25198,default
16044,default
9426,fully_paid
20605,default
18220,fully_paid
21711,fully_paid
394,default
17367,default
21951,default
12975,fully_paid
25744,fully_paid
4038,default
1622,fully_paid
18128,fully_paid
13232,default
2993,fully_paid
16650,fully_paid
21865,fully_paid
21243,default
2356,default
18223,default
12665,fully_paid
23349,default
4853,default
3366,fully_paid
5140,fully_paid
2905,fully_paid
26063,default
14580,fully_paid
8345,fully_paid
11734,fully_paid
14021,default
17409,fully_paid
6233,fully_paid
3927,fully_paid
3553,fully_paid
10855,fully_paid
16862,default
4331,default
8908,default
2711,default
17648,fully_paid
12627,fully_paid
2914,default
17462,default
4173,default
19031,default
14777,default
9602,fully_paid
169,default
18665,fully_paid
16138,fully_paid
3898,fully_paid
18549,default
8893,fully_paid
2436,default
15158,default
24962,fully_paid
11167,fully_paid
22545,default
12838,fully_paid
19472,fully_paid
12624,fully_paid
19343,fully_paid
23107,default
7798,fully_paid
17512,default
16179,fully_paid
10578,default
7511,fully_paid
20093,fully_paid
14654,default
11113,fully_paid
17641,fully_paid
23742,fully_paid
24558,default
16285,default
58,default
8880,fully_paid
15791,default
21410,default
21563,fully_paid
7248,fully_paid
20496,fully_paid
14414,default
1282,default
23020,default
13762,fully_paid
15678,default
140,fully_paid
15478,default
17443,default
13895,default
24029,default
281,fully_paid
25785,fully_paid
17360,fully_paid
1587,fully_paid
14200,default
17557,fully_paid
24360,default
12636,fully_paid
13012,default
23094,default
10389,default
14135,fully_paid
15482,fully_paid
6851,fully_paid
13211,default
26095,fully_paid
5555,default
21461,default
20957,fully_paid
3830,fully_paid
4945,fully_paid
14474,fully_paid
9503,fully_paid
9193,default
5257,fully_paid
16864,default
25226,fully_paid
9138,default
14292,fully_paid
1371,fully_paid
23245,default
25242,default
22065,fully_paid
17456,fully_paid
10428,fully_paid
16796,default
10025,default
4795,fully_paid
14840,default
3608,default
20685,default
9118,default
25615,default
7510,fully_paid
9145,fully_paid
21666,default
14106,fully_paid
19296,fully_paid
16784,default
24458,default
1050,fully_paid
16937,default
12295,default
4936,fully_paid
26324,default
12590,default
1971,default
5249,fully_paid
18601,default
12612,default
18098,fully_paid
25953,fully_paid
2155,fully_paid
9424,fully_paid
232,fully_paid
18334,fully_paid
18971,default
7241,fully_paid
20131,fully_paid
19871,default
9483,fully_paid
20342,fully_paid
9403,default
19475,fully_paid
13233,default
2636,default
1306,default
12764,default
1286,fully_paid
14825,fully_paid
23464,default
21706,default
14149,fully_paid
9056,default
19136,default
4128,fully_paid
7618,fully_paid
18136,default
19615,fully_paid
21192,default
24694,default
23869,fully_paid
22093,default
8948,default
17717,default
12148,fully_paid
19295,fully_paid
12525,default
8434,default
17955,fully_paid
21997,default
11351,fully_paid
9191,fully_paid
10918,fully_paid
17514,fully_paid
2824,fully_paid
24532,fully_paid
9436,default
7187,fully_paid
6707,default
7828,fully_paid
12559,default
8254,fully_paid
10815,default
1407,default
3895,default
9195,default
19335,default
13531,default
2390,fully_paid
6671,default
14880,default
7130,fully_paid
7708,default
17005,fully_paid
17909,fully_paid
15840,default
23008,default
13773,fully_paid
11208,default
6759,default
26106,default
8517,fully_paid
3942,default
16116,fully_paid
20882,default
414,fully_paid
2577,fully_paid
14545,fully_paid
19431,fully_paid
2327,default
13503,default
21656,fully_paid
10542,default
18426,fully_paid
8172,default
12110,fully_paid
13615,fully_paid
9215,fully_paid
24975,default
10516,default
7652,fully_paid
21671,default
15466,default
12740,fully_paid
24786,fully_paid
8634,default
11846,fully_paid
2005,fully_paid
1644,fully_paid
11454,default
21565,default
4087,fully_paid
24997,default
7804,fully_paid
21345,default
16552,fully_paid
24261,default
17347,fully_paid
12506,fully_paid
7873,default
22145,fully_paid
14048,default
17466,default
24148,default
13645,default
20613,default
13995,fully_paid
7212,fully_paid
6408,fully_paid
22817,default
12882,default
16287,default
13864,default
25526,default
24520,fully_paid
7418,default
3798,fully_paid
19919,default
968,default
24726,fully_paid
20023,fully_paid
16686,fully_paid
6586,fully_paid
15317,fully_paid
14411,default
21802,fully_paid
1391,fully_paid
8032,fully_paid
9543,default
701,fully_paid
26358,fully_paid
4318,default
1517,default
2406,default
16872,default
21779,fully_paid
25725,default
12386,fully_paid
20114,fully_paid
9192,default
25034,default
6879,fully_paid
15605,default
454,fully_paid
5498,fully_paid
21672,default
24033,fully_paid
22822,default
21465,default
24623,fully_paid
5283,fully_paid
4238,default
10558,default
8603,default
5371,fully_paid
24233,default
19725,default
15164,default
15494,default
19305,default
6670,fully_paid
20054,default
1602,default
18102,default
16659,fully_paid
23918,default
11573,fully_paid
11409,fully_paid
8940,default
22613,default
16690,default
13450,default
15034,fully_paid
26079,fully_paid
25527,default
26243,fully_paid
2820,fully_paid
23281,default
2565,fully_paid
4271,fully_paid
13106,default
11931,default
24020,default
20647,fully_paid
9153,default
4243,fully_paid
2420,default
2280,fully_paid
3555,default
26377,default
16595,fully_paid
19195,default
5169,fully_paid
19573,default
9689,fully_paid
9382,fully_paid
12580,default
14098,default
21073,default
1381,default
6086,default
9599,fully_paid
11389,fully_paid
10145,default
981,default
24627,fully_paid
12938,default
16908,fully_paid
20491,default
8168,fully_paid
23965,fully_paid
3151,default
19813,fully_paid
15849,fully_paid
23600,fully_paid
24045,fully_paid
3371,default
14583,default
9091,default
21768,default
25354,default
16282,default
4985,default
1538,fully_paid
17567,default
20872,fully_paid
10716,fully_paid
18445,fully_paid
23619,fully_paid
5218,fully_paid
14178,fully_paid
16627,fully_paid
11373,fully_paid
19339,fully_paid
3033,fully_paid
23628,fully_paid
23499,default
130,fully_paid
235,default
21368,default
10567,fully_paid
4444,fully_paid
21589,default
11166,default
19860,default
11827,default
3173,fully_paid
4272,fully_paid
20620,fully_paid
9928,default
22935,default
630,fully_paid
5623,default
9417,default
14469,default
15254,default
24927,fully_paid
10264,fully_paid
22420,default
14382,fully_paid
22325,default
25916,default
216,fully_paid
20658,fully_paid
24495,fully_paid
13455,fully_paid
14963,fully_paid
9691,fully_paid
23748,default
24637,fully_paid
3307,default
7529,fully_paid
6890,default
2157,fully_paid
24550,fully_paid
5319,default
2352,fully_paid
11798,default
6487,fully_paid
18319,default
5234,default
21533,default
22704,fully_paid
20186,default
17535,default
23382,default
7196,default
21903,fully_paid
3578,fully_paid
18394,default
15581,fully_paid
21012,default
19032,fully_paid
13747,default
2364,default
10963,default
23341,default
23326,default
4037,fully_paid
15144,fully_paid
26340,default
16340,default
916,default
2963,default
15277,default
2289,fully_paid
18484,fully_paid
17173,fully_paid
23731,default
22900,default
12366,fully_paid
11433,fully_paid
11388,fully_paid
15676,fully_paid
14782,default
45,fully_paid
378,fully_paid
1390,default
23022,fully_paid
20680,fully_paid
2865,default
22661,default
19304,default
16406,fully_paid
23242,default
20903,default
23966,default
17842,default
5594,fully_paid
18849,fully_paid
10293,fully_paid
1088,default
10366,fully_paid
4880,default
7682,fully_paid
19540,default
13372,fully_paid
17563,default
13471,fully_paid
5608,default
7459,fully_paid
4575,fully_paid
23445,default
8938,default
25318,fully_paid
25598,fully_paid
9096,fully_paid
4562,default
9185,fully_paid
9798,fully_paid
3013,fully_paid
17090,fully_paid
18639,fully_paid
1383,fully_paid
8012,fully_paid
3796,fully_paid
15911,fully_paid
25368,default
18169,default
24851,default
19827,fully_paid
13137,fully_paid
3333,fully_paid
17615,fully_paid
4172,fully_paid
18752,default
18591,default
5127,fully_paid
23554,fully_paid
5497,default
22223,fully_paid
2447,fully_paid
5569,default
18753,default
2434,default
21021,fully_paid
26354,fully_paid
23120,fully_paid
23156,fully_paid
7492,fully_paid
14366,default
11779,default
17169,fully_paid
5163,default
19393,default
12978,fully_paid
1180,fully_paid
5405,default
8632,fully_paid
24866,default
5529,default
9643,fully_paid
18074,fully_paid
12944,default
3175,fully_paid
22640,default
21594,fully_paid
14627,default
9999,default
9600,fully_paid
8083,fully_paid
23232,fully_paid
19375,default
1549,default
12797,default
8145,fully_paid
7788,default
25641,fully_paid
9712,default
10897,default
16970,fully_paid
5567,default
20190,default
18609,default
8813,fully_paid
9303,default
1248,default
11954,fully_paid
25981,default
5625,default
6996,default
22958,fully_paid
4303,default
11575,fully_paid
24965,default
1611,fully_paid
881,default
20226,fully_paid
9802,fully_paid
25357,fully_paid
5074,fully_paid
